srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.7,9424,149.171.126.3,80,tcp,FIN,1.394471,1684,10168,31,29,3,5,http,8972.578125,55097.59375,14,18,255,255,231743025,2394434810,120,565,1,3924,9168.441388,8026.362204,1424259223,1424259224,107.240846,81.999059,0.0006,0.000483,0.000117,0,0,1.0,, ,3,2,4,11,3,1,2,,0
59.166.0.0,24520,149.171.126.7,58410,tcp,FIN,0.072228,2974,34222,31,29,7,18,-,322644.9688,3714681.25,48,50,255,255,2685164005,2699887212,62,684,0,0,86.818349,83.817776,1424257699,1424257699,1.561304,1.46351,0.00064,0.000513,0.000127,0,0,,, ,6,5,3,3,1,1,1,,0
59.166.0.4,30343,149.171.126.6,111,udp,CON,0.004846,568,312,31,29,0,0,-,703260.375,386297.9688,4,4,0,0,0,0,142,78,0,0,1.75999,1.546678,1424259458,1424259458,1.25,1.100667,0.0,0.0,0.0,0,0,,, ,4,10,6,6,1,1,3,,0
59.166.0.5,26588,149.171.126.0,65391,tcp,FIN,0.026967,2542,22128,31,29,7,14,-,735417.375,6408425.0,40,42,255,255,479812791,2629707278,64,527,0,0,44.863523,44.024782,1424250046,1424250046,0.683718,0.658675,0.00075,0.000611,0.000139,0,0,,, ,6,4,2,5,1,1,2,,0
59.166.0.0,20488,149.171.126.7,111,udp,CON,0.004853,568,312,31,29,0,0,-,702246.0625,385740.7813,4,4,0,0,0,0,142,78,0,0,1.775311,1.56742,1424253127,1424253127,1.261333,1.115333,0.0,0.0,0.0,0,0,,, ,6,4,4,4,1,1,4,,0
59.166.0.6,27925,149.171.126.5,55652,tcp,FIN,0.02055,2558,23470,31,29,7,14,-,971289.5625,8919514.0,40,42,255,255,4087965385,4103835631,64,559,0,0,30.789827,28.979433,1424251924,1424251924,0.533316,0.489585,0.000586,0.000472,0.000114,0,0,,, ,1,6,2,1,1,1,1,,0
59.166.0.2,1124,149.171.126.9,5190,tcp,FIN,0.004068,1036,2262,31,29,4,4,-,1868240.0,4078663.0,12,12,255,255,1510078377,3659952923,86,189,0,0,17.213268,0.381148,1424251201,1424251201,0.338273,0.318273,0.000684,0.000558,0.000126,0,0,,, ,14,8,2,12,1,1,2,,0
175.45.176.2,1979,149.171.126.18,80,tcp,FIN,0.98038,1936,90194,62,252,2,35,http,14924.8252,726053.1875,18,74,255,255,541876041,3192485890,108,1219,1,43222,2773.853727,1428.044171,1424260275,1424260276,57.669412,11.911329,0.124456,0.064533,0.059923,0,1,1.0,, ,1,1,1,1,1,1,3,Generic,1
175.45.176.2,0,149.171.126.17,0,unas,INT,9E-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258864,1424258864,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,3,7,3,3,6,DoS,1
59.166.0.0,41469,149.171.126.4,53,udp,CON,0.00105,146,178,31,29,0,0,dns,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251519,1424251519,0.009,0.007,0.0,0.0,0.0,0,0,,, ,5,8,3,5,2,1,4,,0
175.45.176.1,21208,149.171.126.13,19187,udp,CON,0.055073,1834,1338,254,60,0,0,-,133205.0156,97180.10938,2,2,0,0,0,0,917,669,0,0,0.0,0.0,1424253225,1424253225,0.011,0.008,0.0,0.0,0.0,0,0,,, ,2,2,2,36,1,1,2,Exploits,1
59.166.0.0,42708,149.171.126.0,6881,tcp,FIN,0.013138,1540,1644,31,29,4,4,-,879281.5,945653.8125,16,18,255,255,3941799211,3943840789,96,91,0,0,59.250056,1.372928,1424254404,1424254404,0.853667,0.745588,0.000574,0.000457,0.000117,0,0,,, ,5,5,2,4,1,1,3,,0
,1043,175.45.176.0,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259042,1424259042,0.007,0.0,0.0,0.0,0.0,0,0,,, ,48,48,48,48,48,31,48,,0
59.166.0.4,1491,149.171.126.1,53730,tcp,FIN,0.021126,3390,44906,31,29,7,22,-,1261005.375,16711919.0,56,58,255,255,2847899489,708019615,61,774,0,0,20.620899,20.116593,1424261210,1424261210,0.378273,0.368286,0.000651,0.000497,0.000154,0,0,,, ,8,2,3,3,1,1,2,,0
59.166.0.4,60540,149.171.126.0,15171,tcp,FIN,0.222466,424,8824,31,29,1,4,ftp-data,13341.36426,290884.875,8,12,255,255,3471301462,3572660828,53,735,0,0,2141.190571,1700.929477,1424251558,1424251559,31.735144,20.180454,0.0006,0.000477,0.000123,0,0,,, ,3,6,4,6,1,1,4,,0
59.166.0.8,59162,149.171.126.2,21240,tcp,FIN,0.023209,3614,45422,31,29,7,24,-,1225042.0,15404369.0,60,62,255,255,614421752,630942139,60,733,0,0,21.116237,20.044514,1424258715,1424258715,0.39369,0.371426,0.000684,0.000549,0.000135,0,0,,, ,2,5,3,3,1,1,2,,0
59.166.0.0,2678,149.171.126.2,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424254660,1424254660,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,4,4,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253111,1424253111,0.008,0.0,0.0,0.0,0.0,0,0,,, ,26,26,12,12,12,9,26,,0
59.166.0.0,23318,149.171.126.7,5190,tcp,FIN,0.004297,1470,1728,31,29,5,4,-,2613916.75,2988131.25,22,14,255,255,637488828,637810134,67,123,0,0,13.210658,0.363581,1424258293,1424258293,0.226158,0.274308,0.000749,0.0006,0.000149,0,0,,, ,7,4,2,5,1,1,1,,0
59.166.0.8,33292,149.171.126.5,5190,tcp,FIN,0.005082,1036,2262,31,29,4,4,-,1495474.25,3264856.25,12,12,255,255,1061287446,1061619148,86,189,0,0,20.907172,0.599509,1424250917,1424250917,0.430909,0.413091,0.000666,0.000529,0.000137,0,0,,, ,4,6,1,1,1,1,1,,0
59.166.0.9,18958,149.171.126.0,44321,tcp,FIN,0.004426,320,1924,31,29,1,2,ftp-data,482602.7813,3043831.75,6,8,255,255,1717617822,3867174869,53,241,0,0,47.14559,1.057149,1424256133,1424256133,1.02,0.558429,0.001487,0.000514,0.000973,0,0,,, ,3,3,5,5,1,1,8,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259389,1424259389,0.009,0.0,0.0,0.0,0.0,0,2,,, ,30,30,16,16,16,16,30,Generic,1
59.166.0.5,25120,149.171.126.9,23862,tcp,FIN,0.379043,4512,3080,31,29,7,7,-,91831.26563,62853.02344,28,30,255,255,2610748551,2613957805,161,103,0,0,752.634422,18.785531,1424256185,1424256185,14.026518,13.051173,0.000704,0.000555,0.000149,0,0,,, ,10,5,6,5,1,1,4,,0
59.166.0.5,29508,149.171.126.1,53,udp,CON,0.000944,132,164,31,29,0,0,dns,559322.0,694915.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424253274,1424253274,0.001,0.002,0.0,0.0,0.0,0,0,,, ,1,1,1,5,1,1,1,,0
59.166.0.5,53996,149.171.126.2,30616,tcp,FIN,0.012696,2558,23268,31,29,7,14,-,1572148.75,14312540.0,40,42,255,255,438858289,2584607788,64,554,0,0,18.342417,16.461537,1424257498,1424257498,0.316436,0.299425,0.000837,0.000716,0.000121,0,0,,, ,4,3,1,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252079,1424252079,0.002,0.0,0.0,0.0,0.0,0,0,,, ,40,40,21,21,21,12,40,,0
59.166.0.5,32970,149.171.126.3,30987,tcp,FIN,0.036867,2334,16632,31,29,7,12,-,492581.4375,3514254.0,36,38,255,255,498924181,592868937,65,438,0,0,64.125519,62.741044,1424256417,1424256418,1.0444,0.981189,0.000682,0.000559,0.000123,0,0,,, ,9,2,4,2,1,1,2,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259262,1424259262,0.008,0.0,0.0,0.0,0.0,0,2,,, ,33,33,33,34,33,17,33,Generic,1
59.166.0.4,53203,149.171.126.4,80,tcp,FIN,1.007046,1580,10168,31,29,3,5,http,11510.89453,76294.42969,12,18,255,255,881786188,3032381860,132,565,1,3924,9530.200973,7676.246327,1424252667,1424252668,91.514453,59.208118,0.000634,0.000503,0.000131,0,0,1.0,, ,1,3,4,4,1,1,1,,0
59.166.0.7,45784,149.171.126.8,53,udp,CON,0.000922,130,162,31,29,0,0,dns,563991.3125,702820.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424256131,1424256131,0.008,0.002,0.0,0.0,0.0,0,0,,, ,2,6,2,1,1,1,1,,0
59.166.0.9,9894,149.171.126.7,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255180,1424255180,0.015,0.01,0.0,0.0,0.0,0,0,,, ,3,1,1,3,1,1,1,,0
59.166.0.0,23137,149.171.126.6,25,tcp,FIN,0.026861,37290,3380,31,29,18,8,smtp,10892520.0,982837.5625,52,42,255,255,2936853576,2937849038,717,80,0,0,32.673513,1.147569,1424254786,1424254786,0.519588,0.641902,0.000657,0.00054,0.000117,0,0,,, ,1,1,1,8,1,1,1,,0
59.166.0.1,19613,149.171.126.4,57521,tcp,FIN,0.046539,320,1836,31,29,1,2,ftp-data,45896.98828,276241.4375,6,8,255,255,109037402,127642213,53,230,0,0,644.715998,15.726338,1424250969,1424250969,9.2404,6.579714,0.000601,0.000478,0.000123,0,0,,, ,3,3,1,1,1,1,4,,0
,50287,149.171.126.8,6881,tcp,RST,4.019005,1644,1644,31,29,4,4,-,3091.3125,3091.3125,18,18,255,255,2207314738,2211873824,91,91,0,0,30690.33823,2.03371,1424254885,1424254889,236.412055,1.013,0.000561,0.000449,0.000112,0,0,,, ,11,12,10,8,7,1,7,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259251,1424259251,0.007,0.0,0.0,0.0,0.0,0,0,,, ,24,24,12,12,12,12,24,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253558,1424253558,0.006,0.0,0.0,0.0,0.0,0,0,,, ,13,13,13,13,13,13,13,,0
59.166.0.2,37887,149.171.126.8,80,tcp,FIN,1.379139,1684,10168,31,29,3,5,http,9072.327148,55710.12109,14,18,255,255,4048206316,1970387068,120,565,1,3924,9710.882734,8501.119147,1424258914,1424258916,106.05869,81.093941,0.0007,0.000539,0.000161,0,0,1.0,, ,2,1,2,4,2,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253492,1424253492,0.009,0.0,0.0,0.0,0.0,0,0,,, ,32,32,13,13,13,6,32,,0
59.166.0.7,52927,149.171.126.9,57702,udp,CON,0.001702,536,304,31,29,0,0,-,1889541.625,1071680.375,4,4,0,0,0,0,134,76,0,0,0.625082,0.288974,1424252746,1424252746,0.446,0.208333,0.0,0.0,0.0,0,0,,, ,3,7,1,1,1,1,1,,0
59.166.0.4,8115,149.171.126.9,56854,tcp,FIN,0.223499,424,8824,31,29,1,4,ftp-data,13279.70117,289540.4375,8,12,255,255,1831836217,4087617521,53,735,0,0,2169.767246,1725.701854,1424256509,1424256509,31.880715,20.267728,0.000667,0.000551,0.000116,0,0,,, ,3,3,5,3,1,1,6,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259875,1424259875,0.009,0.0,0.0,0.0,0.0,0,0,,, ,30,30,19,19,19,19,30,,0
59.166.0.7,64159,149.171.126.1,25,tcp,FIN,0.843118,37084,3380,31,29,18,8,smtp,345109.4688,31312.3418,52,42,255,255,1923989655,1984370859,713,80,0,0,1347.341488,43.204137,1424256982,1424256983,16.524254,20.551537,0.000629,0.000502,0.000127,0,0,,, ,1,1,1,2,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253175,1424253175,0.002,0.0,0.0,0.0,0.0,0,0,,, ,42,42,23,23,23,23,42,,0
59.166.0.0,32332,149.171.126.9,21,tcp,FIN,0.249603,2934,3742,31,29,11,15,ftp,92242.47656,117722.9453,52,54,255,255,1048115287,1049106574,56,69,0,0,694.957023,28.706422,1424258977,1424258978,5.193688,4.699849,0.000636,0.000505,0.000131,0,0,,1.0,1,1,2,2,1,1,1,3,,0
59.166.0.0,6145,149.171.126.4,6881,tcp,FIN,0.606834,13454,548216,31,29,21,197,-,176615.0156,7210736.5,234,438,255,255,313266893,317248139,57,1252,0,0,543.527524,395.67,1424254631,1424254632,2.603034,1.3876,0.000564,0.00045,0.000114,0,0,,, ,4,5,3,4,2,1,5,,0
59.166.0.6,27850,149.171.126.8,6922,udp,CON,0.001753,520,304,31,29,0,0,-,1779806.125,1040502.0,4,4,0,0,0,0,130,76,0,0,0.629561,0.315141,1424260522,1424260522,0.449667,0.227333,0.0,0.0,0.0,0,0,,, ,11,4,4,6,1,1,3,,0
59.166.0.7,15591,149.171.126.6,5190,tcp,FIN,0.004062,1470,1728,31,29,5,4,-,2765140.25,3161004.25,22,14,255,255,2951393339,802101820,67,123,0,0,12.189912,0.346007,1424261429,1424261429,0.2031,0.259,0.000709,0.000573,0.000136,0,0,,, ,3,5,1,1,1,1,1,,0
59.166.0.5,17240,149.171.126.8,6881,tcp,FIN,0.834019,13142,548216,31,29,21,197,-,125512.7266,5246547.0,228,438,255,255,3903962583,3908030010,58,1252,0,0,751.391654,536.271787,1424255972,1424255973,3.688637,1.90743,0.000581,0.000467,0.000114,0,0,,, ,15,12,6,3,2,1,7,,0
59.166.0.8,63585,149.171.126.0,53,udp,CON,0.001044,130,162,31,29,0,0,dns,498084.2813,620689.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424250479,1424250479,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,4,2,4,1,1,1,,0
10.40.85.10,2048,192.168.241.50,CC09,icmp,ECO,6E-06,168,0,63,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424256153,1424256153,0.006,0.0,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253118,1424253118,0.009,0.0,0.0,0.0,0.0,0,2,,, ,33,33,16,16,16,16,33,Generic,1
59.166.0.5,39909,149.171.126.2,44897,tcp,FIN,0.08798,4112,2560,31,29,7,7,-,353171.1563,221141.1563,18,20,255,255,861217406,864398022,228,128,0,0,643.357735,18.494117,1424258014,1424258014,5.155059,4.603105,0.000654,0.000516,0.000138,0,0,,, ,11,7,5,6,1,1,5,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251658,1424251658,0.009,0.0,0.0,0.0,0.0,0,2,,, ,37,37,34,34,34,18,37,Generic,1
59.166.0.8,51930,149.171.126.2,22,tcp,FIN,0.006125,3728,5474,31,29,7,7,ssh,4717714.5,6851918.5,32,24,255,255,1596123465,1596416902,117,228,0,0,12.546147,0.34524,1424250882,1424250882,0.197581,0.234957,0.00072,0.000592,0.000128,0,0,,, ,1,1,1,6,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254171,1424254171,0.006,0.0,0.0,0.0,0.0,0,0,,, ,23,23,23,23,23,23,23,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252305,1424252305,0.002,0.0,0.0,0.0,0.0,0,0,,, ,17,17,17,17,17,17,17,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,6E-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259078,1424259078,0.006,0.0,0.0,0.0,0.0,0,2,,, ,30,30,30,31,30,19,30,Generic,1
59.166.0.8,40375,149.171.126.8,80,tcp,FIN,1.149091,1580,10168,31,29,3,5,http,10087.97363,66863.28906,12,18,255,255,1222290310,1223270427,132,565,1,3924,10733.82043,8642.270373,1424256608,1424256609,104.430727,67.563703,0.00063,0.000505,0.000125,0,0,1.0,, ,2,2,4,6,2,1,2,,0
59.166.0.3,45105,149.171.126.3,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260823,1424260823,0.032,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,5,1,1,1,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260314,1424260314,0.008,0.0,0.0,0.0,0.0,0,2,,, ,32,32,15,15,15,15,32,Generic,1
59.166.0.1,5320,149.171.126.4,44942,tcp,FIN,0.011909,2542,22128,31,29,7,14,-,1665295.25,14511378.0,40,42,255,255,2464057248,2468563901,64,527,0,0,17.677182,16.742098,1424250343,1424250343,0.313216,0.275732,0.000716,0.000569,0.000147,0,0,,, ,8,10,3,3,1,1,1,,0
59.166.0.6,51420,149.171.126.8,25,tcp,FIN,0.490708,37360,3380,31,29,18,8,smtp,597373.625,53799.81641,52,42,255,255,3474910959,3480169935,718,80,0,0,772.552864,25.274703,1424250531,1424250531,9.614569,11.95522,0.000704,0.00054,0.000164,0,0,,, ,1,1,3,4,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259137,1424259137,0.009,0.0,0.0,0.0,0.0,0,0,,, ,37,37,18,18,18,18,37,,0
175.45.176.2,8100,149.171.126.15,54390,tcp,FIN,2.488201,344,258,254,60,1,1,-,967.767517,691.262512,8,6,255,255,2520101339,4096399271,43,43,0,0,17322.09331,617.301438,1424252462,1424252464,264.222705,465.125,0.414416,0.162572,0.251844,0,0,,, ,4,2,1,2,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253397,1424253397,0.003,0.0,0.0,0.0,0.0,0,2,,, ,37,37,26,26,26,13,37,Generic,1
59.166.0.8,74886,149.171.126.3,22,tcp,FIN,0.012239,12472,12716,31,29,17,17,ssh,8035951.0,8173870.5,70,60,255,255,2953436572,808358004,178,212,0,0,11.72845,11.485264,1424260058,1424260058,0.179985,0.198759,0.000707,0.000576,0.000131,0,0,,, ,1,1,2,2,1,1,2,,0
59.166.0.0,53125,149.171.126.0,33434,tcp,FIN,0.032973,2126,12340,31,29,7,10,-,499802.875,2906135.5,32,34,255,255,3649435277,3649734513,66,363,0,0,70.081021,64.577144,1424255900,1424255900,1.053516,0.981758,0.000699,0.000563,0.000136,0,0,,, ,14,6,4,5,1,1,2,,0
59.166.0.2,33107,149.171.126.7,80,tcp,FIN,1.005927,1580,10168,31,29,3,5,http,11523.69922,76379.30469,12,18,255,255,2710403893,2711481622,132,565,1,0,9527.592084,7673.723581,1424261035,1424261036,91.415911,59.139645,0.000685,0.000549,0.000136,0,0,1.0,, ,2,2,2,1,1,1,1,,0
59.166.0.7,60859,149.171.126.9,53,udp,CON,0.001032,130,162,31,29,0,0,dns,503876.0,627907.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424259052,1424259052,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,2,,0
10.40.182.3,0,10.40.182.3,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,15.492021,0.0,1424251151,1424251151,60000.68,0.0,0.0,0.0,0.0,1,2,,, ,1,1,1,1,1,1,1,,0
175.45.176.1,6249,149.171.126.10,445,tcp,FIN,1.409759,1162,830,254,252,3,2,-,6049.260742,4239.022461,12,10,255,255,1540608641,1814052504,97,83,0,0,7183.091809,224.293406,1424260848,1424260850,128.148909,142.358891,0.209148,0.128526,0.080622,0,1,,, ,1,1,18,1,1,1,1, Fuzzers ,1
59.166.0.6,62286,149.171.126.6,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424257783,1424257783,0.008,0.007,0.0,0.0,0.0,0,0,,, ,2,1,4,1,1,1,1,,0
59.166.0.9,62758,149.171.126.9,36001,tcp,FIN,0.019823,2958,32648,31,29,7,18,-,1169147.0,12912677.0,48,50,255,255,2340078182,2346933210,62,653,0,0,23.240068,22.805202,1424257856,1424257856,0.415106,0.394857,0.000594,0.000472,0.000122,0,0,,, ,3,2,1,2,1,1,1,,0
59.166.0.6,53790,149.171.126.2,30522,tcp,FIN,0.015872,2646,25684,31,29,7,15,-,1301915.375,12651714.0,42,44,255,255,1110407203,1117845963,63,584,0,0,0.0,25.376551,1424260574,1424260574,0.379122,0.358116,0.000592,0.00047,0.000122,0,0,,, ,2,3,2,3,1,1,1,,0
59.166.0.2,31770,149.171.126.9,6881,tcp,FIN,0.017824,1540,1644,31,29,4,4,-,648114.9375,697037.6875,16,18,255,255,2841704140,2845910368,96,91,0,0,70.817799,2.16958,1424254929,1424254929,1.167933,1.020941,0.000586,0.000465,0.000121,0,0,,, ,12,19,14,23,12,1,6,,0
175.45.176.2,0,149.171.126.17,0,nvp,INT,1E-06,180,0,254,0,0,0,-,720000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424258741,1424258741,0.001,0.0,0.0,0.0,0.0,0,2,,, ,10,10,9,8,8,8,10,Generic,1
59.166.0.8,25995,149.171.126.6,23895,tcp,FIN,0.016969,2646,25564,31,29,7,15,-,1217750.0,11778183.0,42,44,255,255,3225411430,1083319377,63,581,0,0,23.262034,23.093131,1424250269,1424250269,0.404902,0.392143,0.000632,0.000494,0.000138,0,0,,, ,4,5,2,3,1,1,1,,0
59.166.0.1,6870,149.171.126.7,53,udp,CON,0.000969,146,178,31,29,0,0,dns,602683.1875,734778.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260695,1424260695,0.009,0.003,0.0,0.0,0.0,0,0,,, ,1,3,3,2,1,1,1,,0
59.166.0.1,55237,149.171.126.4,19647,tcp,FIN,0.032939,4550,69850,31,29,7,33,-,1090986.375,16752665.0,78,80,255,255,4147404493,1998142127,58,873,0,0,22.66218,21.778003,1424251255,1424251255,0.434907,0.408949,0.000771,0.000623,0.000148,0,0,,, ,7,4,2,2,1,1,2,,0
59.166.0.2,1614,149.171.126.2,6881,tcp,FIN,0.023937,1540,1644,31,29,4,4,-,482600.1563,519029.125,16,18,255,255,244908276,2395957565,96,91,0,0,101.367892,2.438237,1424254989,1424254989,1.575067,1.374353,0.000688,0.000565,0.000123,0,0,,, ,4,14,4,4,3,1,3,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253404,1424253404,0.003,0.0,0.0,0.0,0.0,0,2,,, ,34,34,34,34,34,18,34,Generic,1
175.45.176.1,1043,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253444,1424253444,0.009,0.0,0.0,0.0,0.0,0,2,,, ,45,45,34,34,34,16,45,Generic,1
10.40.170.2,0,10.40.170.2,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,10.954516,0.0,1424252351,1424252351,60000.708,0.0,0.0,0.0,0.0,1,2,,, ,1,1,1,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252963,1424252963,0.009,0.0,0.0,0.0,0.0,0,0,,, ,54,54,12,12,12,7,54,,0
59.166.0.2,38924,149.171.126.0,22481,tcp,FIN,0.159811,8928,424,31,29,4,1,ftp-data,415040.25,18571.9375,14,8,255,255,140123877,645275753,638,53,0,0,1376.411862,59.303281,1424252849,1424252849,12.293154,26.524834,0.000602,0.000454,0.000148,0,0,,, ,3,3,3,7,1,1,5,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,1E-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251727,1424251727,0.001,0.0,0.0,0.0,0.0,0,2,,, ,40,40,4,4,4,3,40,Generic,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260369,1424260369,0.008,0.0,0.0,0.0,0.0,0,0,,, ,46,46,35,35,35,18,46,,0
175.45.176.3,65043,149.171.126.11,3306,tcp,FIN,0.979752,608,646,254,252,2,3,-,4474.601562,4752.223145,10,10,255,255,4261896364,3031968786,61,65,0,0,6928.728761,184.873078,1424252303,1424252304,108.861333,97.365555,0.166331,0.102657,0.063674,0,1,,, ,6,3,1,2,1,1,2,Exploits,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251881,1424251881,0.007,0.0,0.0,0.0,0.0,0,0,,, ,42,42,42,42,42,23,42,,0
59.166.0.4,39568,149.171.126.8,38936,tcp,FIN,0.013645,424,8824,31,29,1,4,ftp-data,217515.5781,4742543.0,8,12,255,255,59613540,2216803875,53,735,0,0,144.79574,78.114104,1424257115,1424257115,1.9,1.195,0.000623,0.000497,0.000126,0,0,,, ,3,3,7,6,1,1,5,,0
